Cliente,Marca1,Marca2,Marca3,Marca_Inno1,Marca_Inno2
13438,0.6417708,0.26678666,0.5039305,0.61044306,0.53346705
13443,0.40260017,0.21430208,0.39804605,0.25669068,0.29041862
13463,0.6194576,0.17307405,0.3731583,0.54429597,0.48167145
13472,0.3344978,0.31390142,0.3346152,0.13555329,0.16916095
13476,0.34550804,0.16486241,0.20249663,0.3503949,0.23945034
13477,0.2343569,0.38594043,0.41968212,0.36325806,0.3411205
13480,0.2079368,0.11554457,0.12557518,0.10729432,0.07891275
13486,0.49795666,0.209028,0.80296683,0.63392407,0.43991718
13491,0.18426341,0.11568354,0.07344409,0.052318122,0.06674226
13501,0.33949408,0.2882323,0.27911526,0.10441782,0.2736332
13505,0.062960215,0.123677686,0.11376525,0.085665606,0.103654176
13506,0.10457196,0.11141229,0.11928177,0.092442654,0.12146728
13512,0.124824114,0.40322328,0.7327058,0.07978266,0.0745832
13514,0.36332017,0.1559379,0.20653674,0.35153165,0.22856873
13526,0.58145225,0.18032163,0.32748762,0.31247714,0.3675699
13532,0.13126041,0.2714359,0.11843211,0.1045932,0.090568155
13537,0.13004754,0.24524893,0.10014143,0.12230451,0.16827253
13541,0.3384611,0.30247608,0.42556855,0.25347632,0.23090848
13548,0.09456297,0.08043148,0.029366067,0.37125295,0.21745354
13550,0.26552787,0.26463026,0.16262998,0.15994863,0.2679354
13552,0.21072455,0.091272414,0.097382374,0.16344078,0.17953213
13557,0.20089002,0.163517,0.16336653,0.08891376,0.16585064
13559,0.6056531,0.95915484,0.5256148,0.6404443,0.651672
13567,0.39924815,0.15479125,0.26061887,0.5007253,0.308686
13568,0.20826605,0.13634302,0.053137127,0.10456509,0.0741122
13574,0.6283049,0.2581962,0.37519076,0.25448677,0.31865522
13575,0.56735486,0.1883241,0.47934195,0.66529894,0.6496527
13579,0.22889653,0.14504588,0.23374967,0.16629173,0.15253592
13580,0.44964078,0.23430572,0.4367667,0.26424733,0.31029376
13586,0.25114542,0.1754204,0.13640812,0.09445943,0.15161006
13591,0.10158055,0.0745931,0.036822036,0.48657334,0.33239517
13592,0.3056425,0.17414649,0.37115568,0.19982615,0.18437706
13594,0.29896644,0.1920435,0.6886636,0.043825053,0.19596224
13601,0.13004754,0.24524893,0.10014143,0.12230451,0.16827253
13602,0.20535865,0.12090169,0.21875519,0.10615264,0.13942209
13609,0.5826133,0.115583174,0.15385467,0.17836444,0.2398093
13617,0.31484157,0.105442576,0.12668626,0.23423125,0.23404737
13619,0.24497315,0.11926104,0.19537543,0.32775593,0.28910097
13621,0.5800091,0.22133115,0.4261237,0.14205368,0.13661914
13625,0.26154068,0.115565434,0.50707024,0.057529554,0.24370956
13632,0.10745548,0.08043148,0.092945285,0.07434178,0.07702529
13634,0.3648761,0.2739064,0.37401375,0.26667142,0.19382736
13637,0.27127904,0.2814507,0.9029311,0.14689784,0.2440292
13641,0.21232459,0.38645732,0.7432029,0.23432583,0.20909783
13645,0.33862856,0.19909629,0.2372887,0.16607708,0.22047722
13649,0.11915585,0.08824834,0.1299775,0.09891284,0.12449094
13656,0.25848174,0.111093074,0.2733803,0.10937615,0.21426988
13658,0.387657,0.21775593,0.48474157,0.6344481,0.65925115
13662,0.2375426,0.19740039,0.22277276,0.08933715,0.1355057
13675,0.45613396,0.2566475,0.52927685,0.45158565,0.4400152
13677,0.54372334,0.28192088,0.54733723,0.024180654,0.03280187
13685,0.6141603,0.7458979,0.39140925,0.6494555,0.66339666
13692,0.089319706,0.18492742,0.15990631,0.09369817,0.14459415
13695,0.3091837,0.19856386,0.29411986,0.56734747,0.47903785
13697,0.25195757,0.14184865,0.3869684,0.14898731,0.17658925
13701,0.12659107,0.13075235,0.20576324,0.07332044,0.15101321
13703,0.1993903,0.12935615,0.15163437,0.3726402,0.22151299
13713,0.24048182,0.22253121,0.7754127,0.13634403,0.18618602
13715,0.14509834,0.10400388,0.16968633,0.11139914,0.1941365
13718,0.50440633,0.19873372,0.38347754,0.13698566,0.124743424
13722,0.38762778,0.13261276,0.68173534,0.070907794,0.2149297
13724,0.5844042,0.17323187,0.38220194,0.34875783,0.3747789
13726,0.07636703,0.14617856,0.057336174,0.0664647,0.15944602
13735,0.30100897,0.20038919,0.16839063,0.1655177,0.15572938
13739,0.13282615,0.16495799,0.21591239,0.14765264,0.11663519
13749,0.22074656,0.40721342,0.20769364,0.11950227,0.07042742
13766,0.105801515,0.11686579,0.09904466,0.1269364,0.18504718
13767,0.30263907,0.21490811,0.5338214,0.2647207,0.380254
13769,0.13064624,0.072006986,0.1068088,0.14870049,0.12704498
13775,0.12927352,0.12975383,0.1755078,0.1558542,0.1462455
13780,0.5282595,0.17590871,0.3148284,0.25223237,0.30014122
13781,0.47016376,0.32861465,0.96650743,0.18679318,0.17550442
13787,0.21405648,0.10556975,0.16106877,0.19798648,0.14223568
13789,0.20403719,0.07952683,0.10926757,0.1384611,0.15658018
13801,0.42667848,0.18305235,0.3486565,0.2739438,0.34481642
13825,0.09456297,0.08043148,0.033496488,0.37125295,0.21745354
13829,0.26202193,0.2681977,0.72034216,0.15261571,0.35077468
13835,0.35942197,0.18625578,0.34749183,0.22897737,0.24652985
13841,0.103311926,0.25940445,0.14970319,0.1362264,0.19921988
13848,0.28275073,0.122016214,0.11255849,0.13524683,0.1384482
13850,0.2950491,0.0988133,0.1802608,0.14741504,0.115548305
13862,0.20616789,0.26323855,0.31248716,0.1835523,0.18018222
13873,0.45048708,0.13259633,0.31015864,0.55732906,0.3744183
13875,0.16123477,0.20062175,0.7970294,0.16995761,0.18950658
13880,0.3665063,0.21593486,0.97405857,0.26065198,0.37739184
13883,0.47603756,0.20924431,0.23479392,0.17172779,0.3213377
13888,0.15065509,0.2350035,0.26227528,0.33291382,0.29616943
13890,0.45946145,0.26278853,0.5210962,0.24504168,0.13547309
13899,0.35036626,0.11964681,0.17789039,0.6028169,0.6084998
13903,0.3471975,0.1726264,0.2719832,0.37928772,0.27617663
13909,0.12201887,0.10092132,0.17942326,0.1110549,0.13481602
13914,0.4063578,0.09073244,0.46644083,0.04145194,0.10761056
13917,0.2393296,0.15078661,0.27646106,0.16995814,0.17460714
13921,0.27200735,0.24955332,0.36034527,0.19434552,0.13162412
13933,0.27998576,0.0978942,0.14629145,0.18256398,0.19740278
13934,0.4563425,0.16895439,0.34239596,0.5935416,0.2716382
13935,0.10080713,0.10864037,0.14130831,0.07642269,0.08693702
13937,0.2621715,0.16234347,0.19507194,0.32072785,0.28086895
13938,0.5028678,0.19065943,0.46186498,0.28947103,0.33231193
13946,0.62587804,0.2676441,0.5077574,0.2014241,0.29788512
13948,0.34684876,0.13526092,0.22994891,0.24192455,0.25281918
13952,0.11570358,0.08912302,0.42016098,0.1759424,0.28539222
13953,0.27415407,0.17170218,0.13151686,0.14291991,0.14477962
13956,0.082938045,0.1349461,0.10083443,0.10222832,0.1981794
13957,0.31301963,0.14677429,0.08928712,0.12897578,0.21017197
13960,0.23749004,0.17941542,0.47820145,0.16569522,0.24583541
13963,0.45691225,0.20115913,0.9474133,0.2438132,0.33974066
13968,0.29156297,0.109367274,0.11310004,0.5707578,0.23517443
13969,0.13394134,0.07856126,0.06093966,0.031628925,0.09545722
13972,0.19676727,0.24841592,0.75991833,0.04117764,0.06768818
13978,0.5633575,0.29741186,0.59679943,0.21685125,0.40324882
13988,0.5557969,0.13793851,0.17346786,0.34513333,0.15361463
13993,0.19861083,0.25946072,0.4005604,0.46959203,0.4864414
13994,0.384895,0.21086705,0.40982822,0.19053125,0.16075759
14002,0.09755389,0.14394931,0.09553484,0.1362264,0.23308562
14003,0.21083422,0.2538944,0.40916032,0.12283508,0.16126214
14009,0.18525141,0.34383044,0.34165958,0.15600684,0.15415655
14026,0.22334103,0.11025916,0.067365654,0.100968815,0.15951158
14034,0.65183145,0.1793904,0.22403184,0.15647525,0.13798454
14036,0.24626325,0.19357371,0.14450178,0.26788387,0.256467
14037,0.22275978,0.12912092,0.12570575,0.109762065,0.13709015
14041,0.20310327,0.17290004,0.30927733,0.16595206,0.20160344
14043,0.08368823,0.13856888,0.08387868,0.11465616,0.30002755
14044,0.25194734,0.11322891,0.12854603,0.26012546,0.24802464
14046,0.30602044,0.108379155,0.17740363,0.62955105,0.16148493
14049,0.13446887,0.087574035,0.109250054,0.10941431,0.14622183
14050,0.3501669,0.1993394,0.22212793,0.25083408,0.22029407
14062,0.11889357,0.100625746,0.15027593,0.33504653,0.30079764
14073,0.36453235,0.24672939,0.8047675,0.2656548,0.27493104
14082,0.62632966,0.31755614,0.8345302,0.40730777,0.41453457
14083,0.15894033,0.116456546,0.38143072,0.03794812,0.10114549
14084,0.25301486,0.10926817,0.1256596,0.14378572,0.14247724
14091,0.32360846,0.19243985,0.36994734,0.40866652,0.38463154
14092,0.10825042,0.34560367,0.18035993,0.15473592,0.17101108
14097,0.35231403,0.2552647,0.3479363,0.63142735,0.2501145
14101,0.46201858,0.28019103,0.3945511,0.1601725,0.15735231
14110,0.32983878,0.13242559,0.20845185,0.3561022,0.1747658
14113,0.12231077,0.117830396,0.35741508,0.09843842,0.09061216
14118,0.08888691,0.10945944,0.0433657,0.11083943,0.1411322
14120,0.1320246,0.18492742,0.09961059,0.11913543,0.16536693
14125,0.44198763,0.22317265,0.3899859,0.15915185,0.21262953
14136,0.1254532,0.23639055,0.3816535,0.41103444,0.3477893
14138,0.09324243,0.1556882,0.08052702,0.0939615,0.15585983
14140,0.4631705,0.2833881,0.4202952,0.21192446,0.17810382
14141,0.16874205,0.09344123,0.18421623,0.09477171,0.13108237
14142,0.35726112,0.1439401,0.7315634,0.6370549,0.5727427
14144,0.2086021,0.15280773,0.2775724,0.19794847,0.19303796
14154,0.164802,0.3500108,0.83279073,0.09167545,0.13645832
14156,0.4992948,0.11935506,0.2838782,0.44419706,0.08831255
14158,0.23389448,0.13880211,0.17184952,0.12975655,0.12140038
14163,0.39760348,0.30818805,0.4959864,0.38839653,0.60674083
14165,0.3659915,0.21524476,0.23645006,0.3657061,0.32657972
14166,0.17740019,0.27876526,0.39579347,0.5323865,0.44675902
14170,0.18381655,0.15182331,0.30614752,0.13407536,0.15162718
14177,0.32387394,0.11411521,0.19463326,0.108125664,0.086634785
14180,0.33030465,0.26272193,0.27358773,0.17588834,0.25585485
14183,0.304635,0.19061148,0.38279182,0.37762383,0.33488467
14187,0.49079442,0.2092492,0.5817109,0.2828227,0.3551842
14192,0.08579921,0.18547249,0.08962012,0.13950758,0.16536693
14196,0.26557067,0.20323533,0.52295375,0.16785239,0.351849
14201,0.62431633,0.3550292,0.9515509,0.24082176,0.25640854
14212,0.24992608,0.17317043,0.82064825,0.17197347,0.15441169
14216,0.58007586,0.19647962,0.44523874,0.42054805,0.45326543
14217,0.18067424,0.07367526,0.120769545,0.097856395,0.1621179
14228,0.65235573,0.27497682,0.8514676,0.47303373,0.48110807
14229,0.3316112,0.10586065,0.14023453,0.3428561,0.2130143
14232,0.3820456,0.2677155,0.3825183,0.22404316,0.32942677
14236,0.61989665,0.32699254,0.8269709,0.24974765,0.28822294
14237,0.3949189,0.13701896,0.9192485,0.40660056,0.36819005
14239,0.36204353,0.18177284,0.1576521,0.1440672,0.1361779
14242,0.06617721,0.22350025,0.28944433,0.04746113,0.10936416
14247,0.3558629,0.18029556,0.27377024,0.3371586,0.2672889
14249,0.35829958,0.18669552,0.61412424,0.30735913,0.23264399
14253,0.35111105,0.30574426,0.41327703,0.51491654,0.3089372
14264,0.090090804,0.2719634,0.904437,0.3202057,0.25316894
14268,0.4049175,0.20054454,0.31413203,0.21881592,0.22634865
14270,0.36911878,0.14680819,0.25391883,0.35846633,0.2106955
14277,0.22387919,0.08278239,0.24534978,0.04524912,0.08311368
14280,0.21609929,0.2146155,0.16087149,0.12836525,0.08815111
14287,0.36723346,0.21545626,0.39924836,0.24520805,0.38543093
14289,0.30539626,0.21399331,0.18072599,0.21532647,0.1927676
14291,0.44546252,0.14017235,0.6816388,0.42463112,0.39198318
14300,0.25176552,0.10278967,0.24751076,0.3455582,0.23831546
14305,0.2125877,0.09738309,0.15025617,0.10855111,0.06823419
14311,0.25245637,0.1273799,0.1399417,0.09494899,0.122576855
14313,0.5100038,0.26464903,0.5411785,0.05791023,0.23464124
14318,0.236354,0.08698639,0.10815958,0.11352668,0.13064012
14320,0.23992324,0.16638334,0.18944909,0.17682603,0.19715308
14326,0.3651347,0.1118948,0.15023924,0.3578793,0.13684458
14327,0.085466504,0.20660143,0.3494794,0.2639251,0.2791129
14328,0.47536886,0.26592177,0.47213104,0.10160845,0.31362236
14332,0.2678601,0.12745695,0.16231154,0.32124376,0.13739395
14335,0.17523153,0.17588627,0.2328237,0.10913822,0.2802776
14344,0.083004616,0.07698424,0.10166409,0.14692819,0.13752288
14349,0.43347973,0.25886753,0.9470483,0.1544112,0.39921063
14352,0.123864815,0.14836766,0.36078614,0.13229227,0.20437737
14356,0.18575025,0.108933195,0.27023557,0.14521033,0.1276613
14357,0.56098366,0.28935757,0.69230586,0.015463748,0.040447555
14360,0.26995403,0.13309957,0.21424836,0.3717518,0.20094587
14374,0.597296,0.31912774,0.80005133,0.045027323,0.06436527
14375,0.4362873,0.36211085,0.81211376,0.2484703,0.2401886
14400,0.33154908,0.3193297,0.9113257,0.5296063,0.3863567
14412,0.3423673,0.17129523,0.2392519,0.34643856,0.28756994
14426,0.5259584,0.2501971,0.63849175,0.42197585,0.20174003
14427,0.089319706,0.18492742,0.14670815,0.09369817,0.16536693
14428,0.27304634,0.27973726,0.43968216,0.1804692,0.23409162
14433,0.40066564,0.2417551,0.3712445,0.1304809,0.18258218
14452,0.23205425,0.16533701,0.21854141,0.08124061,0.12782045
14457,0.22961044,0.19395626,0.96666646,0.29220438,0.6272018
14461,0.17099129,0.06935879,0.11957275,0.03714022,0.06793488
14473,0.21631014,0.13445418,0.30316305,0.18387564,0.20779316
14482,0.24359557,0.18873513,0.6149154,0.18573853,0.2076905
14485,0.111979604,0.07593657,0.11546045,0.05756972,0.10098987
14489,0.32959673,0.2782417,0.23409905,0.12890728,0.14913774
14492,0.3609953,0.16631514,0.3014172,0.35428664,0.36728814
14500,0.23916121,0.17120834,0.9588241,0.24599314,0.39977804
14508,0.13065052,0.1457326,0.13268672,0.36170492,0.28717947
14519,0.23417695,0.14863472,0.19757363,0.1119744,0.20444752
14520,0.399355,0.24360567,0.7539927,0.37070423,0.26092893
14527,0.22398406,0.08986515,0.11415781,0.11660235,0.15932459
14532,0.42151836,0.26870137,0.95145017,0.40618417,0.6165011
14536,0.26008487,0.12683466,0.30605197,0.11446523,0.18272473
14540,0.33789024,0.31623578,0.37506124,0.2887039,0.3498624
14542,0.40294704,0.26046038,0.38028294,0.29308724,0.3499945
14545,0.425577,0.28423178,0.3066419,0.11257142,0.23642269
14554,0.5257879,0.09656863,0.32468045,0.03515751,0.12187223
14556,0.1007793,0.08043148,0.10258885,0.071323,0.0811337
14558,0.43413612,0.15357052,0.5575673,0.656,0.6468837
14562,0.3140661,0.14951101,0.78681755,0.3547385,0.3182109
14567,0.08742961,0.26894268,0.27336773,0.11163037,0.16737674
14573,0.19567801,0.07524582,0.22672237,0.049434938,0.07132341
14574,0.1530893,0.09395464,0.11528537,0.121055394,0.15562725
14575,0.10702533,0.08582195,0.048338637,0.1082149,0.14750008
14584,0.23632497,0.16468236,0.277713,0.18978457,0.16786313
14611,0.16622436,0.25252128,0.17195989,0.33819115,0.23461096
14622,0.27736548,0.11436549,0.2815143,0.13940828,0.17826542
14625,0.23472081,0.15497236,0.27087674,0.1877946,0.19822454
14626,0.34812248,0.27962428,0.2251152,0.22218406,0.28153026
14631,0.23792577,0.1495941,0.34222436,0.15338187,0.24960817
14639,0.4418379,0.12377588,0.25284424,0.16343817,0.19353768
14640,0.5677545,0.27720836,0.3885511,0.013776019,0.08030094
14641,0.4067184,0.24734725,0.82979316,0.43793267,0.39372647
14642,0.65259135,0.30131188,0.5014196,0.24417453,0.23090848
14645,0.18719338,0.16047142,0.14993204,0.096963346,0.14442013
14646,0.11051089,0.08043148,0.10258885,0.071323,0.0811337
14650,0.43878815,0.21442536,0.45985976,0.28599182,0.31003842
14651,0.32603204,0.19146273,0.9694801,0.33355156,0.5012144
14665,0.26898628,0.13356282,0.20040743,0.12963752,0.28909335
14667,0.148346,0.12542605,0.12735672,0.09231368,0.059260607
14691,0.22753489,0.09589647,0.29165992,0.06006578,0.10412405
14693,0.09806542,0.19489262,0.14670815,0.09369817,0.16536693
14698,0.5067153,0.14741437,0.30694503,0.1795935,0.17042117
14720,0.2676342,0.08637108,0.4089937,0.041009806,0.12268874
14724,0.5744731,0.19557057,0.38447034,0.096819945,0.13649482
14729,0.2658184,0.20833766,0.3743685,0.25774038,0.34547845
14732,0.09396115,0.12854175,0.26136798,0.29055828,0.32244778
14733,0.4558822,0.18286271,0.57421726,0.4346039,0.6579494
14743,0.15470557,0.14726917,0.62018716,0.34777585,0.2749543
14746,0.14532766,0.17703994,0.20391811,0.0483994,0.08761029
14749,0.11484445,0.17752816,0.09284676,0.14607698,0.18032783
14750,0.2255019,0.08439331,0.25311607,0.033271924,0.07367445
14751,0.37768507,0.13968003,0.311872,0.35913563,0.22426857
14753,0.40896013,0.20274115,0.2796571,0.2404387,0.19520442
14765,0.25905272,0.110174984,0.28047198,0.2692952,0.28212386
14770,0.39808092,0.13946138,0.14964375,0.3126723,0.071133494
14771,0.41865355,0.15652679,0.2036597,0.12220083,0.16544937
14778,0.6401631,0.24611236,0.50103027,0.24757951,0.37661785
14784,0.2659472,0.10739761,0.08891601,0.25115725,0.14917658
14788,0.23510568,0.11131919,0.27984127,0.44894195,0.30002588
14791,0.1619653,0.19559294,0.33726808,0.46859366,0.25382668
14792,0.10719211,0.17192493,0.204299,0.0894176,0.084939376
14795,0.30768034,0.1660475,0.38171324,0.38818327,0.3744183
14814,0.44381088,0.16758917,0.7897153,0.124822274,0.2275882
14818,0.13283455,0.07995514,0.06697476,0.066967726,0.06240427
14823,0.26561657,0.16619544,0.23203468,0.16769575,0.21554922
14824,0.2459875,0.14679247,0.16329047,0.14922072,0.13505729
14832,0.111699864,0.14665183,0.3642589,0.3352277,0.3081135
14836,0.1751981,0.20779122,0.29727048,0.18103035,0.1324115
14839,0.14187403,0.19843006,0.26577005,0.13911599,0.14560404
14844,0.52730376,0.28469783,0.5852549,0.017924435,0.025893517
14856,0.21580362,0.11820928,0.08672825,0.33402976,0.115757056
14862,0.23474157,0.10220379,0.3499737,0.032864187,0.11253732
14865,0.2494186,0.18563025,0.96712846,0.32762828,0.5008398
14866,0.50260067,0.2816323,0.5721903,0.55018747,0.665462
14878,0.21075617,0.13535127,0.19971462,0.16861913,0.14300065
14882,0.16802004,0.08237992,0.08167066,0.103196934,0.12314604
14892,0.3691478,0.16752805,0.84907293,0.37804693,0.33934316
14894,0.124439955,0.09391691,0.3504238,0.041529067,0.0913553
14898,0.35132656,0.14640404,0.3258686,0.22786462,0.25949705
14901,0.104741484,0.1256244,0.14718416,0.33356333,0.2481152
14902,0.3481743,0.26634455,0.31408992,0.19119336,0.21634193
14903,0.29826602,0.20256732,0.20008884,0.17379296,0.213557
14911,0.5412187,0.24929722,0.96424115,0.27085462,0.25444332
14912,0.5010478,0.26534963,0.52658796,0.2897165,0.37033102
14916,0.095023856,0.16582611,0.16065401,0.0894176,0.13524708
14919,0.20017824,0.12171102,0.19256286,0.11857242,0.16255441
14922,0.32399824,0.22116616,0.37341446,0.25727734,0.28617197
14928,0.29993433,0.10098612,0.13219011,0.06140271,0.06537472
14931,0.3618181,0.21056749,0.16621459,0.12880787,0.12264919
14950,0.4542797,0.27235782,0.63617957,0.050643798,0.033802748
14953,0.25255102,0.12098849,0.30845624,0.044253696,0.15554087
14955,0.6464372,0.25287312,0.2681109,0.18197453,0.3588366
14956,0.298309,0.1552059,0.34349978,0.23397787,0.27751344
14959,0.3092411,0.18423991,0.31540248,0.21764745,0.17375413
14960,0.21025994,0.10404703,0.21194153,0.07864603,0.12923892
14963,0.43016168,0.25175312,0.49740234,0.2349896,0.16558473
14966,0.05218132,0.15411764,0.5061303,0.09526103,0.19448459
14971,0.09404221,0.12809452,0.078882016,0.108043134,0.19109787
15001,0.3618131,0.38896114,0.5310202,0.36294812,0.37168303
15004,0.166151,0.17049052,0.2162841,0.11356349,0.14258817
15006,0.30499157,0.25892913,0.19553454,0.18033941,0.12134594
15010,0.6414396,0.3075571,0.54145676,0.18505426,0.100528665
15012,0.079905875,0.119944,0.08309477,0.080423884,0.15666413
15024,0.4478789,0.27950445,0.92080367,0.21386041,0.19416004
15036,0.292042,0.09395464,0.21520692,0.32569847,0.2859763
15038,0.42854834,0.21717234,0.32860106,0.19681768,0.2305048
15039,0.21352528,0.08365743,0.2642199,0.043881834,0.08289312
15040,0.11774733,0.08043148,0.11908997,0.06958619,0.08910208
15041,0.3597965,0.17956376,0.27130616,0.2374372,0.21265939
15045,0.06978435,0.093678124,0.16256921,0.24129125,0.3031322
15049,0.25021023,0.15332218,0.215941,0.15929173,0.143651
15056,0.19106364,0.26278734,0.17187615,0.0653869,0.13862051
15057,0.20577468,0.09207953,0.20150091,0.17155631,0.16049367
15066,0.13981767,0.09300705,0.114195675,0.060816284,0.07585351
15087,0.38043594,0.17101642,0.2182274,0.41811818,0.07518535
15093,0.31658837,0.13517706,0.61680716,0.35274193,0.29583567
15094,0.45800176,0.24515991,0.30501682,0.15962176,0.2402082
15124,0.45924652,0.88108486,0.5453854,0.28018567,0.43987638
15128,0.26895925,0.16742542,0.14639024,0.13689049,0.14316766
15129,0.35617092,0.183761,0.11696027,0.16011089,0.21773928
15130,0.38853082,0.2104212,0.466711,0.5036929,0.40025774
15135,0.612069,0.27497682,0.941899,0.47303373,0.48110807
15140,0.2363508,0.098286465,0.34811652,0.037648343,0.14380524
15141,0.079905875,0.15813269,0.10770449,0.0664647,0.16302793
15145,0.18261108,0.1245358,0.11905556,0.1291679,0.09705786
15148,0.44693667,0.2619939,0.43833634,0.6552026,0.30784553
15161,0.17941299,0.13254413,0.19402987,0.16928095,0.16821027
15162,0.48844868,0.21619393,0.42731288,0.18040042,0.32084754
15163,0.5014588,0.31812623,0.7057505,0.2169115,0.18109263
15170,0.56341237,0.25936875,0.6269232,0.052262895,0.067335494
15178,0.47629637,0.27538452,0.41103673,0.53345245,0.2225905
15184,0.3556418,0.13517608,0.17109512,0.2572828,0.22040798
15190,0.3905893,0.19210818,0.67660177,0.19150575,0.25629583
15201,0.14538227,0.13319016,0.1326125,0.10280066,0.07717427
15207,0.23770641,0.13810185,0.358902,0.15207158,0.18362704
15208,0.43827513,0.25241616,0.5544796,0.18210028,0.18025625
15210,0.48486322,0.32464886,0.44776955,0.13005313,0.080932826
15212,0.3583539,0.19602637,0.8939297,0.25580055,0.4834663
15218,0.39858958,0.17686976,0.16173935,0.13348459,0.06816352
15224,0.15603387,0.24150822,0.4519132,0.10580553,0.23828879
15229,0.08381461,0.09715692,0.2577486,0.034901343,0.087809056
15252,0.51662505,0.21933588,0.5156853,0.37688106,0.45164692
15262,0.38733804,0.14066702,0.76197606,0.36207235,0.36126816
15263,0.49005896,0.25680754,0.97257656,0.6404644,0.65565616
15264,0.10450372,0.44439104,0.6587351,0.14849305,0.090556376
15279,0.08262443,0.100673884,0.09309504,0.074610606,0.14750008
15286,0.484602,0.26048785,0.34518337,0.2602098,0.3107191
15305,0.3444312,0.21305189,0.75756127,0.20902368,0.25715703
15308,0.43065503,0.28315902,0.9637007,0.15497658,0.58206683
15311,0.11728144,0.100673884,0.06301877,0.08761231,0.14750008
15314,0.42406446,0.30814686,0.9483617,0.09564068,0.2877121
15318,0.10795346,0.14820336,0.16771713,0.078440495,0.1351435
15329,0.33642778,0.22346364,0.30001485,0.13757513,0.23842745
15331,0.18213375,0.10318344,0.33047915,0.03095685,0.075204715
15333,0.11759373,0.093759455,0.07817357,0.036265068,0.09545722
15335,0.15840885,0.43606797,0.6976759,0.12074764,0.22526605
15336,0.32001892,0.18437263,0.849177,0.5809654,0.30679247
15343,0.24278943,0.14764546,0.33620867,0.1699893,0.15696144
15346,0.11054108,0.12028599,0.1813692,0.07154431,0.08693702
15349,0.29497945,0.20312274,0.40096828,0.6221062,0.6473735
15358,0.08019244,0.15299842,0.0814146,0.08042311,0.12970012
15362,0.30170545,0.14592572,0.15012877,0.18470363,0.18730979
15375,0.3617651,0.17513497,0.24098955,0.14126131,0.11664188
15376,0.28152835,0.2710403,0.3528262,0.14030154,0.23073563
15379,0.15629369,0.21577372,0.12759069,0.36737716,0.28866136
15383,0.25347152,0.13500199,0.7926693,0.23857576,0.22305036
15384,0.3073596,0.12078354,0.29781672,0.27674228,0.3055085
15385,0.38656372,0.18235369,0.27258304,0.13584118,0.2867959
15389,0.4449314,0.18423107,0.28686258,0.1757355,0.18961407
15390,0.10575249,0.14433154,0.15545605,0.38695043,0.24187823
15400,0.15873574,0.10039006,0.10207068,0.09533532,0.081179194
15403,0.6049752,0.1286342,0.34230682,0.37977573,0.27739203
15406,0.11630105,0.13265081,0.11599469,0.11198231,0.13676521
15407,0.16636717,0.108919375,0.3810681,0.15511985,0.18049717
15427,0.35885948,0.12900813,0.20632246,0.2378104,0.3052258
15432,0.3050495,0.15820119,0.3160525,0.36261174,0.33928177
15436,0.14238808,0.26387313,0.26640642,0.1106403,0.16887867
15447,0.21212623,0.07985782,0.13477868,0.034859084,0.07630407
15448,0.164796,0.15763222,0.19787817,0.1492938,0.18155506
15449,0.39059278,0.1580435,0.30612352,0.3847036,0.33783263
15450,0.39917666,0.2105842,0.36277264,0.39141604,0.38867205
15452,0.101162724,0.10700486,0.16711394,0.064580284,0.08437478
15453,0.18960933,0.28940734,0.15620065,0.24575543,0.2215317
15456,0.4086961,0.20909782,0.28640443,0.1967997,0.27543864
15458,0.28212553,0.14557517,0.28335813,0.1380127,0.29863292
15465,0.11877161,0.124513134,0.13387577,0.12366421,0.16020197
15479,0.13621515,0.079980806,0.25301167,0.035003114,0.075204715
15480,0.25718853,0.1342935,0.6292395,0.19789419,0.17221262
15487,0.16685209,0.19378279,0.11321101,0.1377018,0.18032783
15488,0.41282913,0.23167995,0.944296,0.538222,0.50629336
15492,0.16684449,0.15908524,0.27937928,0.23695174,0.26959047
15494,0.32950616,0.33869204,0.26708192,0.20890066,0.22543244
15495,0.2446903,0.24830595,0.3612645,0.6445169,0.16576715
15496,0.61598235,0.32408753,0.80158985,0.22175166,0.15544575
15501,0.47991407,0.19056031,0.9103341,0.39316222,0.65632796
15515,0.10719211,0.15299368,0.25996065,0.0894176,0.084939376
15520,0.27181542,0.15076168,0.1716583,0.17007022,0.12065173
15526,0.4744121,0.20342055,0.4049816,0.28441313,0.13749093
15528,0.25749257,0.13427252,0.27029365,0.15683898,0.16193384
15530,0.18149945,0.098609865,0.1063735,0.34095377,0.22270046
15545,0.2224965,0.1677415,0.38427854,0.19289203,0.11512672
15555,0.16247746,0.1612782,0.14670718,0.3561022,0.23337743
15569,0.22433601,0.1171758,0.22573921,0.11197842,0.115548305
15571,0.36871123,0.1660305,0.21653242,0.23928258,0.3324638
15573,0.10254685,0.093759455,0.05397787,0.03720345,0.087947845
15575,0.38721046,0.17869401,0.33749157,0.13626778,0.2383081
15588,0.47241655,0.2568607,0.94253653,0.10400081,0.23031792
15591,0.3171975,0.21754129,0.40959716,0.6249252,0.6456796
15596,0.4410297,0.19964628,0.7262522,0.25773364,0.19799869
15599,0.20600925,0.14705682,0.3465,0.33917722,0.28973636
15608,0.1958982,0.13491829,0.10414875,0.15630557,0.13299902
15612,0.14268237,0.09879512,0.11692462,0.11520728,0.15177862
15617,0.2571907,0.14310485,0.20442052,0.25993454,0.21526937
15622,0.16044985,0.28240374,0.20376685,0.16387887,0.16172051
